latitude,longitude,geodisc_distant,restaurant,moped_delivery_distance,drone_delivery_distance,moped_travel_distance,drone_travel_distance,moped_delivery_time,drone_delivery_time,moped_unavailability_time,drone_unavailability_time,no_fly_status
59.3171106934295,18.08628520893992,0.7697740164845356,max södermalm,1.7776500000000002,0.7697740164845356,3.5553000000000003,1.5395480329690712,7.110600000000001,0.9237288197814427,14.221200000000001,5.926553705501028,clear
59.332806664180225,17.998626452512834,1.9267011565068373,max kungsholmen,1.88634,1.9267011565068373,3.77268,3.8534023130136745,7.5453600000000005,2.3120413878082045,15.090720000000001,13.330887401643757,clear
59.334252764028,18.036809425662128,0.25465286340559873,max kungsholmen,1.04006,0.25465286340559873,2.08012,0.5093057268111975,4.16024,0.30558343608671845,8.32048,2.629778325795832,clear
59.33287812368428,18.06832105938411,0.21221468522997608,max hamngatan,2.27193,0.21221468522997608,4.54386,0.42442937045995216,9.08772,0.2546576222759713,18.17544,2.358173985471847,clear
59.30433931496168,18.080813138682988,1.3366919499189145,max södermalm,0.38661,1.3366919499189145,0.77322,2.673383899837829,1.54644,1.6040303399026974,3.09288,9.554828479481053,clear
59.3197241197545,18.033118408999783,1.5699640723080686,max kungsholmen,2.76463,1.5699640723080686,5.52926,3.139928144616137,11.05852,1.8839568867696823,22.11704,11.047770062771638,clear
59.34480176432367,18.082123335435263,1.442908498986759,max hamngatan,0.92844,1.442908498986759,1.85688,2.885816997973518,3.71376,1.731490198784111,7.42752,10.234614393515258,clear
59.32898694584142,18.04189395147924,0.761484532738419,max kungsholmen,2.19392,1.761484532738419,4.38784,3.522969065476838,8.77568,2.113781439286103,17.55136,12.273501009525882,intersects
59.33698847009269,18.06470049936547,0.20701201463689464,max hötorget,2.14316,0.20701201463689464,4.28632,0.4140240292737893,8.57264,0.24841441756427357,17.14528,2.3248768936761257,clear
59.329953767015745,17.999013965170917,1.9494482349291173,max kungsholmen,1.25278,1.9494482349291173,2.50556,3.8988964698582347,5.01112,2.3393378819149406,10.02224,13.47646870354635,clear
59.33766016746535,18.096827477023812,1.5060829212701432,max hamngatan,0.58198,1.5060829212701432,1.16396,3.0121658425402864,2.32792,1.8072995055241718,4.65584,10.638930696128917,clear
59.349344676821524,18.091248499031444,2.13151125951914,max hamngatan,1.47772,2.13151125951914,2.95544,4.26302251903828,5.91088,2.557813511422968,11.82176,14.641672060922495,clear
59.33301488897334,18.002731701873458,1.6921034125630883,max kungsholmen,1.6181199999999998,1.6921034125630883,3.2362399999999996,3.3842068251261765,6.472479999999999,2.0305240950757057,12.944959999999998,11.829461840403765,clear
59.33338224187733,17.998798271513916,1.9142442833887232,max kungsholmen,1.9855399999999999,1.9142442833887232,3.9710799999999997,3.8284885667774464,7.9421599999999986,2.297093140066468,15.884319999999997,13.251163413687829,clear
59.33997439542094,18.100573323550282,1.8038522123522513,max hamngatan,2.85931,1.8038522123522513,5.71862,3.6077044247045027,11.43724,2.1646226548227014,22.87448,12.544654159054408,clear
59.334458317899085,18.030217425441762,0.1444973560118066,max kungsholmen,1.991,0.1444973560118066,3.982,0.2889947120236132,7.964,0.17339682721416794,15.928,1.9247830784755622,clear
59.33262231211261,18.08553779117691,0.7684940552421842,max hamngatan,1.75445,0.7684940552421842,3.5089,1.5369881104843683,7.0178,0.922192866290621,14.0356,5.9183619535499785,clear
59.34311004272657,18.026017722329268,0.5879057125249598,max karolinska,1.46871,0.5879057125249598,2.93742,1.1758114250499196,5.87484,0.7054868550299518,11.74968,4.762596560159743,clear
59.345421672187655,18.06941346959593,1.07931214242115,max odenplan,1.4364400000000002,1.07931214242115,2.8728800000000003,2.1586242848423,5.745760000000001,1.2951745709053801,11.491520000000001,7.90759771149536,clear
59.340844307491786,18.057744904873992,0.4174636070573757,max odenplan,1.82784,0.4174636070573757,3.65568,0.8349272141147513,7.31136,0.5009563284688509,14.62272,3.6717670851672044,clear
59.33416426668828,18.06488867579052,0.20162493163343156,max hötorget,1.5463099999999999,0.20162493163343156,3.0926199999999997,0.40324986326686313,6.185239999999999,0.2419499179601179,12.370479999999999,2.290399562453962,clear
59.34916275705932,18.06730406026794,1.1691154470739182,max odenplan,2.23723,1.1691154470739182,4.47446,2.3382308941478365,8.94892,1.402938536488702,17.89784,8.482338861273076,clear
59.33169321354146,18.096459871328847,1.3961583956386465,max hamngatan,0.87761,1.3961583956386465,1.75522,2.792316791277293,3.51044,1.6753900747663757,7.02088,9.935413732087337,clear
59.314835658481854,18.063562136897048,0.5491185120774706,max södermalm,1.1813,0.5491185120774706,2.3626,1.0982370241549413,4.7252,0.6589422144929648,9.4504,4.514358477295812,clear
59.33206602002033,18.082076791494032,0.5786005918143403,max hamngatan,2.88659,0.5786005918143403,5.77318,1.1572011836286806,11.54636,0.6943207101772083,23.09272,4.703043787611778,clear
59.31623877286426,18.047862182254555,1.4367624667150014,max södermalm,1.73004,1.4367624667150014,3.46008,2.873524933430003,6.92016,1.7241149600580017,13.84032,10.195279786976009,clear
59.347453894110544,18.058605625099503,0.6830160790972181,max odenplan,2.07417,0.6830160790972181,4.14834,1.3660321581944361,8.29668,0.8196192949166617,16.59336,5.371302906222196,clear
59.35453730469095,18.09390139688828,2.7106834673071933,max hamngatan,1.18148,2.7106834673071933,2.36296,5.421366934614387,4.72592,3.252820160768632,9.45184,18.348374190766037,clear
59.34328295478944,18.085467753635058,1.3845732237699597,max hamngatan,0.35624,1.3845732237699597,0.71248,2.7691464475399195,1.42496,1.6614878685239516,2.84992,9.861268632127743,clear
59.3150965395915,18.075163632286035,0.1352101498752877,max södermalm,1.33079,0.1352101498752877,2.66158,0.2704202997505754,5.32316,0.16225217985034524,10.64632,1.8653449592018414,clear
59.317191699882564,18.09001614110992,0.9800757104782092,max södermalm,1.13448,0.9800757104782092,2.26896,1.9601514209564184,4.53792,1.176090852573851,9.07584,7.272484547060539,clear
59.33448189631231,18.01460026630124,1.0169414728079231,max kungsholmen,1.68843,1.0169414728079231,3.37686,2.0338829456158463,6.75372,1.2203297673695077,13.50744,7.508425425970708,clear
59.31433459597137,18.069629584684954,0.2455725261236388,max södermalm,2.2831300000000003,0.2455725261236388,4.566260000000001,0.4911450522472776,9.132520000000001,0.2946870313483666,18.265040000000003,2.5716641671912885,clear
59.3385529884368,18.02084200096466,0.8444119012695802,max kungsholmen,0.99774,0.8444119012695802,1.99548,1.6888238025391604,3.9909599999999994,1.0132942815234962,7.981919999999999,6.404236168125314,clear
59.33406480352351,18.084003642720706,0.6923945296257874,max hamngatan,1.59319,0.6923945296257874,3.18638,1.3847890592515748,6.37276,0.8308734355509448,12.74552,5.43132498960504,clear
59.33792402876171,18.07969070818814,0.7074294899609322,max hamngatan,1.6404100000000001,0.7074294899609322,3.2808200000000003,1.4148589799218645,6.561640000000001,0.8489153879531187,13.123280000000001,5.527548735749966,clear
59.348947174991956,18.056985715958113,0.7781449079997795,max odenplan,0.40364,0.7781449079997795,0.80728,1.556289815999559,1.61456,0.9337738895997354,3.22912,5.980127411198589,clear
59.348006171523494,18.038136368711605,0.30558179072394537,max karolinska,1.49412,0.30558179072394537,2.98824,0.6111635814478907,5.97648,0.3666981488687345,11.95296,2.9557234606332505,clear
59.33831910885191,18.017664967402304,0.9783527071965661,max kungsholmen,2.83055,0.9783527071965661,5.6611,1.9567054143931322,11.3222,1.1740232486358793,22.6444,7.261457326058023,clear
59.32054467172248,18.049953517215386,1.4239706165405586,max södermalm,1.97944,1.4239706165405586,3.95888,2.847941233081117,7.91776,1.7087647398486703,15.83552,10.113411945859575,clear
59.33644903145378,18.019279794244774,0.8034444289290299,max kungsholmen,1.7818800000000001,0.8034444289290299,3.5637600000000003,1.6068888578580598,7.1275200000000005,0.9641333147148358,14.255040000000001,6.142044345145791,clear
59.33395284819475,18.039594722722487,0.40871909854534605,max kungsholmen,0.52955,0.40871909854534605,1.0591,0.8174381970906921,2.1182,0.49046291825441524,4.2364,3.615802230690215,clear
59.32840502227354,18.014451792814185,1.1869690199449903,max kungsholmen,1.83389,1.1869690199449903,3.66778,2.3739380398899805,7.33556,1.4243628239339885,14.67112,8.596601727647938,clear
