latitude,longitude,geodisc_distant,restaurant,moped_delivery_distance,drone_delivery_distance,moped_travel_distance,drone_travel_distance,moped_delivery_time,drone_delivery_time,moped_unavailability_time,drone_unavailability_time,penalized_distance,penalized_drone_unavailability_time,no_fly_status
59.31423089839734,18.09033576564978,0.9963710431425408,Max Södermalm,1.30135,0.9963710431425408,2.6027,1.9927420862850815,5.2054,1.195645251771049,10.4108,7.376774676112261,1.9927420862850815,7.376774676112261,clear
59.30616213718305,18.087408838902853,1.337217547650218,Max Södermalm,1.93592,1.337217547650218,3.87184,2.674435095300436,7.74368,1.6046610571802615,15.48736,9.558192304961395,2.674435095300436,9.558192304961395,clear
59.31779074423708,18.07957650603402,0.43984628458934666,Max Södermalm,0.6804600000000001,0.43984628458934666,1.3609200000000001,0.8796925691786933,2.7218400000000003,0.527815541507216,5.4436800000000005,3.8150162213718186,0.8796925691786933,3.8150162213718186,clear
59.311550301007536,18.069072918269846,0.5117865782548776,Max Södermalm,1.2520499999999999,0.5117865782548776,2.5040999999999998,1.0235731565097552,5.0081999999999995,0.6141438939058531,10.016399999999999,4.275434100831217,1.0235731565097552,4.275434100831217,clear
59.31697024337687,18.053908083936474,1.100666084460401,Max Södermalm,1.78548,1.100666084460401,3.57096,2.201332168920802,7.14192,1.3207993013524812,14.28384,8.044262940546567,2.201332168920802,8.044262940546567,clear
59.30938450037917,18.080365855385807,0.8139097168240996,Max Södermalm,1.39213,0.8139097168240996,2.78426,1.6278194336481993,5.56852,0.9766916601889195,11.13704,6.209022187674238,1.6278194336481993,6.209022187674238,clear
59.308842342176995,18.09259441312782,1.3471276523724223,Max Södermalm,1.8215299999999999,1.3471276523724223,3.6430599999999997,2.6942553047448445,7.2861199999999995,1.6165531828469066,14.572239999999999,9.621616975183503,2.6942553047448445,9.621616975183503,clear
59.31908688400311,18.063301652540446,0.674142362241095,Max Södermalm,1.44069,0.674142362241095,2.88138,1.34828472448219,5.76276,0.808970834689314,11.52552,5.314511118343008,1.34828472448219,5.314511118343008,clear
59.31588264531061,18.031934408380348,2.342533506301266,Max Södermalm,3.1766300000000003,2.342533506301266,6.353260000000001,4.685067012602532,12.706520000000001,2.8110402075615197,25.413040000000002,15.992214440328105,4.685067012602532,15.992214440328105,clear
59.31854324450043,18.048586378575592,1.4304347705373512,Max Södermalm,2.2563899999999997,1.4304347705373512,4.512779999999999,2.8608695410747025,9.025559999999999,1.7165217246448214,18.051119999999997,10.154782531439048,2.8608695410747025,10.154782531439048,clear
59.309814633107834,18.090902129770807,1.2069339385718731,Max Södermalm,1.99489,1.2069339385718731,3.98978,2.4138678771437463,7.97956,1.4483207262862479,15.95912,8.724377206859987,2.4138678771437463,8.724377206859987,clear
59.317005544179274,18.052071826607445,1.2048798379493164,Max Södermalm,1.89853,1.2048798379493164,3.79706,2.409759675898633,7.59412,1.4458558055391797,15.18824,8.711230962875625,2.409759675898633,8.711230962875625,clear
59.305337188113334,18.084026698467127,1.3090407013280843,Max Södermalm,2.0018,1.3090407013280843,4.0036,2.6180814026561685,8.0072,1.570848841593701,16.0144,9.377860488499739,2.6180814026561685,9.377860488499739,clear
59.31267293860653,18.092418711284527,1.1514391734885745,Max Södermalm,1.5093699999999999,1.1514391734885745,3.0187399999999998,2.302878346977149,6.0374799999999995,1.3817270081862894,12.074959999999999,8.369210710326877,2.302878346977149,8.369210710326877,clear
59.30962449183174,18.08262935557444,0.865764654705354,Max Södermalm,1.1888299999999998,0.865764654705354,2.3776599999999997,1.731529309410708,4.755319999999999,1.0389175856464248,9.510639999999999,6.540893790114266,1.731529309410708,6.540893790114266,clear
59.315527080632656,18.030593846245075,2.4188134481905283,Max Södermalm,3.27122,2.4188134481905283,6.54244,4.837626896381057,13.08488,2.902576137828634,26.16976,16.48040606841938,4.837626896381057,16.48040606841938,clear
59.3169884243346,18.04925107857413,1.3642145964399126,Max Södermalm,2.1372600000000004,1.3642145964399126,4.274520000000001,2.728429192879825,8.549040000000002,1.637057515727895,17.098080000000003,9.730973417215441,2.728429192879825,9.730973417215441,clear
59.31340577901086,18.08778986552064,0.8754697213365148,Max Södermalm,1.22679,0.8754697213365148,2.45358,1.7509394426730296,4.90716,1.0505636656038178,9.81432,6.603006216553695,1.7509394426730296,6.603006216553695,clear
59.31816839534976,18.0728070519696,0.27918576083736346,Max Södermalm,1.03194,0.27918576083736346,2.06388,0.5583715216747269,4.12776,0.3350229130048361,8.25552,2.786788869359126,0.5583715216747269,2.786788869359126,clear
59.317889145559256,18.081301541081924,0.5303374332370868,Max Södermalm,1.0066,0.5303374332370868,2.0132,1.0606748664741736,4.0264,0.6364049198845042,8.0528,4.3941595727173555,1.0606748664741736,4.3941595727173555,clear
59.31637535300639,18.098551033188883,1.4534269786129193,Max Södermalm,2.8761300000000003,1.4534269786129193,5.752260000000001,2.9068539572258385,11.504520000000001,1.744112374335503,23.009040000000002,10.301932663122683,2.9068539572258385,10.301932663122683,clear
59.31142190600758,18.09093798446667,1.1222453754375552,Max Södermalm,1.61476,1.1222453754375552,3.22952,2.2444907508751104,6.45904,1.3466944505250662,12.91808,8.182370402800354,2.2444907508751104,8.182370402800354,clear
59.30876642788015,18.072533613106017,0.7691897661126066,Max Södermalm,1.5087899999999999,0.7691897661126066,3.0175799999999997,1.5383795322252132,6.035159999999999,0.923027719335128,12.070319999999999,5.922814503120682,1.5383795322252132,5.922814503120682,clear
59.30677222611414,18.071054196963587,0.9973538970721076,Max Södermalm,1.6845,0.9973538970721076,3.369,1.9947077941442153,6.738,1.1968246764865293,13.476,7.383064941261489,1.9947077941442153,7.383064941261489,clear
59.315363313673544,18.056992837482536,0.9160040072359037,Max Södermalm,1.44433,0.9160040072359037,2.88866,1.8320080144718074,5.77732,1.0992048086830843,11.55464,6.8624256463097835,1.8320080144718074,6.8624256463097835,clear
59.31819227705966,18.069594737015656,0.343959134448463,Max Södermalm,0.85922,0.343959134448463,1.71844,0.687918268896926,3.43688,0.4127509613381556,6.87376,3.201338460470163,0.687918268896926,3.201338460470163,clear
59.31392327563923,18.099718207957196,1.5301609744295674,Max Södermalm,1.75636,1.5301609744295674,3.51272,3.060321948859135,7.02544,1.836193169315481,14.05088,10.793030236349232,3.060321948859135,10.793030236349232,clear
59.31812347923955,18.024952134065227,2.753591856587386,Max Södermalm,3.91274,2.753591856587386,7.82548,5.507183713174772,15.65096,3.3043102279048635,31.30192,18.622987882159272,5.507183713174772,18.622987882159272,clear
