latitude,longitude,moped_road_distance,distance_geodesic_km,moped_delivery_time_m,drone_delivery_time_m,drone_unavailability_time
59.317080015967996,18.06837723949744,1.03767,0.31006100200393194,1.2402440080157278,0.3720732024047183,1.0025305731460465
59.31651710735101,18.048048119855064,2.3060500000000004,1.427902242103173,5.711608968412692,1.7134826905238076,4.616883916133593
59.311686377090446,18.081863025994377,0.98307,0.6689448590789931,2.6757794363159726,0.8027338308947918,2.162921711022078
59.3048207478143,18.071387434062526,2.08877,1.211920943523398,4.847683774093592,1.4543051322280776,3.918544384058987
59.31150207164087,18.07634809516779,0.93945,0.5000706386512027,2.000282554604811,0.6000847663814433,1.6168950649722222
59.31451589593473,18.104214440989395,2.12752,1.7784617932861404,7.113847173144562,2.1341541519433687,5.750359798291854
59.30863055170598,18.09786970249573,2.17027,1.6154778803935617,6.461911521574247,1.938573456472274,5.223378479939183
59.31198324469935,18.07454921171389,0.8954,0.4188337031941796,1.6753348127767185,0.5026004438330155,1.3542289736611806
59.32049553800163,18.04581062885693,2.43227,1.6426909035696107,6.570763614278443,1.9712290842835327,5.3113672548750746
59.314187843941646,18.093924441308108,1.46356,1.1991957703496354,4.796783081398542,1.4390349244195626,3.8773996574638216
59.31825669010443,18.027375689090153,3.7063699999999997,2.617888766088482,10.471555064353929,3.1414665193061784,8.464507010352758
59.31808242620798,18.07205507777378,0.95809,0.2753115620556346,1.1012462482225385,0.3303738744667616,0.8901740506465521
59.307910701127994,18.080598801051757,1.69181,0.964565993295842,3.8582639731833686,1.1574791919550105,3.118763378323223
59.31628501850325,18.06508238629802,0.9413400000000001,0.4598927362120725,1.83957094484829,0.551871283454487,1.4869865137523677
59.31642919279769,18.081284104147727,0.75905,0.4756275979932521,1.9025103919730082,0.5707531175919025,1.5378625668448485
59.32006915721825,18.048135336635195,2.3617199999999996,1.5020657037998741,6.008262815199497,1.802478844559849,4.856679108952926
59.31529292606583,18.07234671110852,0.34447000000000005,0.05836400372736758,0.23345601490947032,0.0700368044728411,0.1887102787184885
59.31448539284438,18.098017986801743,1.8588699999999998,1.4270306607958485,5.708122643183394,1.7124367929550184,4.61406580323991
59.3188927762349,18.064983803619306,1.1674,0.5840346149958531,2.3361384599834123,0.7008415379950237,1.8883785884865916
59.316007150966875,18.029718042774604,3.3481199999999998,2.4689152889411425,9.87566115576457,2.962698346729371,7.982826100909694
59.30798766000432,18.086176472767193,1.47949,1.135395599104012,4.541582396416048,1.3624747189248145,3.6711124371029724
59.30905140606491,18.059419491853085,1.97676,1.0710154053045327,4.284061621218131,1.2852184863654392,3.4629498104846554
59.31777276205915,18.086577352174817,2.08423,0.804392834014655,3.21757133605862,0.965271400817586,2.600870163314051
59.31283379052308,18.03943120423581,2.78219,1.9413713260629588,7.765485304251836,2.3296455912755505,6.2771006209369
59.3186228581118,18.067746010505324,0.97865,0.447573691567621,1.790294766270484,0.5370884298811452,1.4471549360686413
59.32022492810519,18.038329022070805,3.15238,2.042282769457346,8.169131077829384,2.450739323348815,6.603380954578752
59.31798512181096,18.088704734352564,2.1484,0.9272553696728651,3.7090214786914606,1.112706443607438,2.998125695275597
59.316563090992254,18.02632502709414,3.53304,2.6637026595454976,10.65481063818199,3.196443191454597,8.612638599197108
59.309877713829884,18.083143040517907,1.1442,0.8631891163071848,3.452756465228739,1.0358269395686217,2.790978142726564
59.31817437137593,18.016781134588562,4.4638599999999995,3.217412012982881,12.869648051931524,3.860894415579457,10.402965508644648
59.30797873575345,18.0946192065341,1.9132,1.4967026247754727,5.986810499101891,1.7960431497305671,4.839338486774028
59.317085933975086,18.098119612415832,3.10229,1.4354375081610078,5.741750032644031,1.7225250097932092,4.641247943053925
59.313373267659905,18.03895236122606,2.70501,1.959534395083091,7.838137580332364,2.3514412740997095,6.335827877435328
